scn_name,bus0,bus1,model,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,tap_ratio,tap_side,tap_position,phase_shift,build_year,lifetime,v_ang_min,v_ang_max,capital_cost,num_parallel,geom,topo,type,s_nom_mod,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,x,v_nom,v_nom_secondary
status2023,Bus_39356,Bus_39357,t,0.0004300935550935,1462.24,-5310.24,769.6,True,558.08224902605,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((10.760835 53.909745, 10.760835 53.909745))",0102000020e610000002000000d38040358c8525403935408972f44a40d38040358c8525403935408972f44a40,,0,0,0.0002418997615468,1.79185057712402E-07,0,0,0.0002418997615468,1.79185057712402E-07,558.08224902605,0.0322245322245322,400,231
status2023,Bus_34704,Bus_34705,t,0.0003810843582192,1985.912,-1662.624,461.84,True,1040.21778233961,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.984059 53.741479, 9.984059 53.741479))",0102000020e6100000020000002331ce8dd6f72340821c9dc9e8de4a402331ce8dd6f72340821c9dc9e8de4a40,,0,0,0.0001297804798715,9.61337151678805E-08,0,0,0.0001297804798715,9.61337151678805E-08,1040.21778233961,0.0347436341590161,230,400
status2023,Bus_35215,Bus_35216,t,0.0003810843582192,1985.912,-1662.624,461.84,True,2080.44566105896,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.125266 52.538264, 9.125266 52.538264))",0102000020e610000002000000e8d5f5d422402240599553d6e5444a40e8d5f5d422402240599553d6e5444a40,,0,0,6.48899250241615E-05,4.80666243160129E-08,0,0,6.48899250241615E-05,4.80666243160129E-08,2080.44566105896,0.0347436341590161,230,400
status2023,Bus_34786,Bus_34787,t,0.0004894317394317,2539.68,-7526.688,461.76,True,2080.44304132911,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.772242 49.974553, 8.772242 49.974553))",0102000020e6100000020000007574075c638b21404f396824befc48407574075c638b21404f396824befc4840,,0,0,6.48900067346772E-05,4.80666848423374E-08,0,0,6.48900067346772E-05,4.80666848423374E-08,2080.44304132911,0.0384615384615385,240,400
status2023,Bus_36177,Bus_36178,t,0.0041827622795349,219.26,-164.445,580.8,True,520.182005651391,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.673717 49.290439, 8.673717 49.290439))",0102000020e61000000200000090ac547bf158214082d1541e2da5484090ac547bf158214082d1541e2da54840,,0,0,0.0002595244770028,1.92240406076286E-07,0,0,0.0002595244770028,1.92240406076286E-07,520.182005651391,0.288211919251152,,
status2023,Bus_36405,Bus_36406,t,0.0017778017940127,696.19572,-2973.17396,370.12,True,3120.58101428349,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((10.3625 47.73866, 10.3625 47.73866))",0102000020e610000002000000e01cd39099b924409524b7688cde4740e01cd39099b924409524b7688cde4740,,0,0,4.32611626953563E-05,3.20453144918466E-08,0,0,4.32611626953563E-05,3.20453144918466E-08,3120.58101428349,0.134718469685507,380,220
status2023,Bus_36405,Bus_36406,t,0.0055494174367215,349.65472,-1008.94104,199.12,True,3120.58101428349,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((10.3625 47.73866, 10.3625 47.73866))",0102000020e610000002000000e01cd39099b924409524b7688cde4740e01cd39099b924409524b7688cde4740,,0,0,4.32611626953563E-05,3.20453144918466E-08,0,0,4.32611626953563E-05,3.20453144918466E-08,3120.58101428349,0.328671153073523,380,220
status2023,Bus_36256,Bus_36257,t,0.0004300935550935,1462.24,-5310.24,769.6,True,1790.41224486661,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.801902 51.124932, 6.801902 51.124932))",0102000020e610000002000000283c4ec725351b4028fdbdc1fd8f4940283c4ec725351b4028fdbdc1fd8f4940,,0,0,7.54016084005367E-05,5.58530585828574E-08,0,0,7.54016084005367E-05,5.58530585828574E-08,1790.41224486661,0.0322245322245322,400,231
status2023,Bus_36256,Bus_36257,t,0.0004300935550935,1462.24,-5310.24,769.6,True,1790.41224486661,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.801902 51.124932, 6.801902 51.124932))",0102000020e610000002000000283c4ec725351b4028fdbdc1fd8f4940283c4ec725351b4028fdbdc1fd8f4940,,0,0,7.54016084005367E-05,5.58530585828574E-08,0,0,7.54016084005367E-05,5.58530585828574E-08,1790.41224486661,0.0322245322245322,400,231
status2023,Bus_36505,Bus_36506,t,0.0004443958128168,588.423654,-1123.2361062,548.34,True,2080.5492670719,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.167957 51.38932, 7.167957 51.38932))",0102000020e610000002000000485c1ad9fcab1c40aaeef43bd5b14940485c1ad9fcab1c40aaeef43bd5b14940,,0,0,6.48866936724612E-05,4.80642307215041E-08,0,0,6.48866936724612E-05,4.80642307215041E-08,2080.5492670719,0.0444377575956523,380,220
status2023,Bus_36055,Bus_36056,t,0.0011499708016272,1404.247896,-243744.8022,364.04,True,7280.71685369162,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.709039 51.676467, 7.709039 51.676467))",0102000020e610000002000000c75a4f400ed61e4090ed217696d64940c75a4f400ed61e4090ed217696d64940,,0,0,1.8542125133531E-05,1.3734911274471E-08,0,0,1.8542125133531E-05,1.3734911274471E-08,7280.71685369162,0.0657858787476533,380,231
status2023,Bus_36055,Bus_36056,t,0.0011499708016272,1137.44298,-173703.5062,364.04,True,7280.71685369162,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.709039 51.676467, 7.709039 51.676467))",0102000020e610000002000000c75a4f400ed61e4090ed217696d64940c75a4f400ed61e4090ed217696d64940,,0,0,1.8542125133531E-05,1.3734911274471E-08,0,0,1.8542125133531E-05,1.3734911274471E-08,7280.71685369162,0.0657858787476533,380,231
status2023,Bus_35124,Bus_35125,t,0.0005552637933116,635.074176,-692.12748,331.32,True,1560.44728487262,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.639148 52.26897, 11.639148 52.26897))",0102000020e610000002000000fcf7645a3e47274059db349b6d224a40fcf7645a3e47274059db349b6d224a40,,0,0,8.65136325152937E-05,6.40841898149497E-08,0,0,8.65136325152937E-05,6.40841898149497E-08,1560.44728487262,0.0308644211034649,220,380
status2023,Bus_36699,Bus_36700,t,0.0019438444924406,535.56136,-752.67132,351.88,True,1040.24915526798,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.344002 53.851777, 9.344002 53.851777))",0102000020e6100000020000001edb7e0121b022405e28860b07ed4a401edb7e0121b022405e28860b07ed4a40,,0,0,0.0001297765658153,9.61308158661647E-08,0,0,0.0001297765658153,9.61308158661647E-08,1040.24915526798,0.143142548596112,380,220
status2023,Bus_39264,Bus_39265,t,0.0004958427160921,2401.568,-5080.24,461.84,True,1040.3591309183,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.0116 52.177639, 7.0116 52.177639))",0102000020e6100000020000004da632fbe00b1c40a40b18e1bc164a404da632fbe00b1c40a40b18e1bc164a40,,0,0,0.0001297628472235,9.61206539435397E-08,0,0,0.0001297628472235,9.61206539435397E-08,1040.3591309183,0.0356898492984583,230,400
status2023,Bus_35574,Bus_35575,t,0.0005088342283041,1385.52,-2493.936,461.84,True,2600.44593530482,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.187784 53.816505, 12.187784 53.816505))",0102000020e61000000200000068461f2b256028400788283a83e84a4068461f2b256028400788283a83e84a40,,0,0,5.19141586949138E-05,3.84549429166572E-08,0,0,5.19141586949138E-05,3.84549429166572E-08,2600.44593530482,0.0362419885674693,230,400
status2023,Bus_35574,Bus_35575,t,0.0002533344881344,738.944,-2493.936,461.84,True,2600.44593530482,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.187784 53.816505, 12.187784 53.816505))",0102000020e61000000200000068461f2b256028400788283a83e84a4068461f2b256028400788283a83e84a40,,0,0,5.19141586949138E-05,3.84549429166572E-08,0,0,5.19141586949138E-05,3.84549429166572E-08,2600.44593530482,0.0341763381257578,230,400
status2023,Bus_36492,Bus_36493,t,0.0068452073208561,351.83098,-2480.41808,1608.816,True,2600.54499973777,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.308242 52.476791, 7.308242 52.476791))",0102000020e610000002000000c77d9fbca33b1d4036f0677c073d4a40c77d9fbca33b1d4036f0677c073d4a40,,0,0,5.19121810914907E-05,3.84534780248308E-08,0,0,5.19121810914907E-05,3.84534780248308E-08,2600.54499973777,0.313266466756282,,
status2023,Bus_34914,Bus_34915,t,0.0004300935550935,1462.24,-5310.24,769.6,True,5200.56470738071,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.715197 51.526808, 6.715197 51.526808))",0102000020e6100000020000001b1ce5b95cdc1a40a74c40726ec349401b1ce5b95cdc1a40a74c40726ec34940,,0,0,2.59587122858723E-05,1.92286810426719E-08,0,0,2.59587122858723E-05,1.92286810426719E-08,5200.56470738071,0.0322245322245322,400,231
status2023,Bus_34914,Bus_34915,t,0.0004300935550935,1462.24,-5310.24,769.6,True,5200.56470738071,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.715197 51.526808, 6.715197 51.526808))",0102000020e6100000020000001b1ce5b95cdc1a40a74c40726ec349401b1ce5b95cdc1a40a74c40726ec34940,,0,0,2.59587122858723E-05,1.92286810426719E-08,0,0,2.59587122858723E-05,1.92286810426719E-08,5200.56470738071,0.0322245322245322,400,231
status2023,Bus_34914,Bus_34915,t,0.0009935064935064,231,-739.2,462,True,5200.56470738071,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.715197 51.526808, 6.715197 51.526808))",0102000020e6100000020000001b1ce5b95cdc1a40a74c40726ec349401b1ce5b95cdc1a40a74c40726ec34940,,0,0,2.59587122858723E-05,1.92286810426719E-08,0,0,2.59587122858723E-05,1.92286810426719E-08,5200.56470738071,0.0977835497835498,400,231
status2023,Bus_35361,Bus_35362,t,0.0004263049533728,1775.255,-1486.26,629.2,True,2630.55503446307,24875.0208779812,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((13.306341 52.230821, 13.306341 52.230821))",0102000020e610000002000000c94d0cb0d89c2a402ef60a888b1d4a40c94d0cb0d89c2a402ef60a888b1d4a40,,0,0,5.13199538478819E-05,3.80147910573601E-08,0,0,5.13199538478819E-05,3.80147910573601E-08,2630.55503446307,0.0388664163739857,,
status2023,Bus_38858,Bus_38859,t,0.0004263049533728,1775.255,-1486.26,412.85,True,2080.22083814462,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.243349 53.356507, 7.243349 53.356507))",0102000020e6100000020000002873f07530f91c4018156203a2ad4a402873f07530f91c4018156203a2ad4a40,,0,0,6.48969380978639E-05,4.80718191868473E-08,0,0,6.48969380978639E-05,4.80718191868473E-08,2080.22083814462,0.0388664163739857,230,400
status2023,Bus_37313,Bus_37314,t,0.0004300935550935,1462.24,-5310.24,179.08,True,520.188233446966,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.890386 52.27794, 7.890386 52.27794))",0102000020e610000002000000d8844a5dc18f1f40c7b2308d93234a40d8844a5dc18f1f40c7b2308d93234a40,,0,0,0.0002595213699248,1.92238104536433E-07,0,0,0.0002595213699248,1.92238104536433E-07,520.188233446966,0.0322245322245322,,
status2023,Bus_39168,Bus_39169,t,0.0068452073208561,351.83098,-2480.41808,2145.088,True,3120.61566319757,24875.0208779812,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.814421 50.85678, 12.814421 50.85678))",0102000020e61000000200000000544dd9fba0294042db6bf9aa6d494000544dd9fba0294042db6bf9aa6d4940,,0,0,4.3260682356708E-05,3.20449586853429E-08,0,0,4.3260682356708E-05,3.20449586853429E-08,3120.61566319757,0.313266466756282,,
status2023,Bus_38426,Bus_38427,t,0.0003014553014553,692.64,-2308.8,769.6,True,3580.37198451592,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.623206 49.356582, 8.623206 49.356582))",0102000020e610000002000000d5eefae2143f21402b2f6279a4ad4840d5eefae2143f21402b2f6279a4ad4840,,0,0,3.77055690153967E-05,2.79300587850847E-08,0,0,3.77055690153967E-05,2.79300587850847E-08,3580.37198451592,0.0309329521829522,400,231
status2023,Bus_37720,Bus_37721,t,0.0005197505197505,2816.736,-18054.816,461.76,True,4160.63557726424,31093.7760974765,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.419373 49.633719, 8.419373 49.633719))",0102000020e61000000200000076133514b8d62040ff37e8b41dd1484076133514b8d62040ff37e8b41dd14840,,0,0,3.24469568305055E-05,2.40347894313189E-08,0,0,3.24469568305055E-05,2.40347894313189E-08,4160.63557726424,0.0374133749133749,240,400
status2023,Bus_37720,Bus_37721,t,0.0003810843582192,1985.912,-1662.624,461.84,True,4160.63557726424,31093.7760974765,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.419373 49.633719, 8.419373 49.633719))",0102000020e61000000200000076133514b8d62040ff37e8b41dd1484076133514b8d62040ff37e8b41dd14840,,0,0,3.24469568305055E-05,2.40347894313189E-08,0,0,3.24469568305055E-05,2.40347894313189E-08,4160.63557726424,0.0347436341590161,230,400
status2023,Bus_35322,Bus_35323,t,0.0019198760259427,628.27338,-1718.25626,348.46,True,2110.59176091637,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.082217 49.297495, 12.082217 49.297495))",0102000020e61000000200000021dd6e68182a2840bc77515214a6484021dd6e68182a2840bc77515214a64840,,0,0,6.39630863072943E-05,4.73800769299802E-08,0,0,6.39630863072943E-05,4.73800769299802E-08,2110.59176091637,0.141944556046605,380,220
status2023,Bus_35322,Bus_35323,t,0.0018465280849181,734.73456,-2470.45904,361.76,True,2110.59176091637,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.082217 49.297495, 12.082217 49.297495))",0102000020e61000000200000021dd6e68182a2840bc77515214a6484021dd6e68182a2840bc77515214a64840,,0,0,6.39630863072943E-05,4.73800769299802E-08,0,0,6.39630863072943E-05,4.73800769299802E-08,2110.59176091637,0.135987947810703,380,220
status2023,Bus_35099,Bus_35100,t,0.0003014553014553,692.64,-2308.8,769.6,True,1560.23486888287,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.868157 48.206803, 11.868157 48.206803))",0102000020e610000002000000c99f810c7fbc2740b3549a81781a4840c99f810c7fbc2740b3549a81781a4840,,0,0,8.65254107925546E-05,6.40929144671662E-08,0,0,8.65254107925546E-05,6.40929144671662E-08,1560.23486888287,0.0309329521829522,400,231
status2023,Bus_35099,Bus_35100,t,0.0004300935550935,1462.24,-5310.24,769.6,True,1560.23486888287,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.868157 48.206803, 11.868157 48.206803))",0102000020e610000002000000c99f810c7fbc2740b3549a81781a4840c99f810c7fbc2740b3549a81781a4840,,0,0,8.65254107925546E-05,6.40929144671662E-08,0,0,8.65254107925546E-05,6.40929144671662E-08,1560.23486888287,0.0322245322245322,400,231
status2023,Bus_35854,Bus_35855,t,0.0016364440513047,713.02896,-2050.09392,361.76,True,1790.45472698834,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.104639 52.265104, 8.104639 52.265104))",0102000020e610000002000000cab90d409335204082e156f0ee214a40cab90d409335204082e156f0ee214a40,,0,0,7.53998193464721E-05,5.58517333572609E-08,0,0,7.53998193464721E-05,5.58517333572609E-08,1790.45472698834,0.132231313578063,380,220
status2023,Bus_35854,Bus_35855,t,0.0018354710305174,698.55856,-2339.86368,361.76,True,1790.45472698834,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.104639 52.265104, 8.104639 52.265104))",0102000020e610000002000000cab90d409335204082e156f0ee214a40cab90d409335204082e156f0ee214a40,,0,0,7.53998193464721E-05,5.58517333572609E-08,0,0,7.53998193464721E-05,5.58517333572609E-08,1790.45472698834,0.135031512605042,380,220
status2023,Bus_39387,Bus_39388,t,0.0005348172527282,2771.04,-20782.8,461.84,True,7800.75158962413,42965.9451528766,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.052012 53.333071, 8.052012 53.333071))",0102000020e61000000200000015acba57a11a20401d212315a2aa4a4015acba57a11a20401d212315a2aa4a40,,0,0,1.73060199920381E-05,1.28192775851254E-08,0,0,1.73060199920381E-05,1.28192775851254E-08,7800.75158962413,0.036458513771003,230,400
status2023,Bus_39387,Bus_39388,t,0.0004300935550935,1462.24,-5310.24,769.6,True,7800.75158962413,42965.9451528766,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.052012 53.333071, 8.052012 53.333071))",0102000020e61000000200000015acba57a11a20401d212315a2aa4a4015acba57a11a20401d212315a2aa4a40,,0,0,1.73060199920381E-05,1.28192775851254E-08,0,0,1.73060199920381E-05,1.28192775851254E-08,7800.75158962413,0.0322245322245322,400,231
status2023,Bus_35472,Bus_35473,t,0.0004508516613779,580.198554,-1242.0065502,100.43,True,520.188999329331,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.201684 53.895815, 9.201684 53.895815))",0102000020e610000002000000b578c51243672240c683da0daaf24a40b578c51243672240c683da0daaf24a40,,0,0,0.0002595209878275,1.92237821501277E-07,0,0,0.0002595209878275,1.92237821501277E-07,520.188999329331,0.0449338001969581,,
status2023,Bus_36037,Bus_36038,t,0.0018133090038204,680.78634,-1276.6936,350.74,True,2080.5282276142,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.958709 50.082608, 8.958709 50.082608))",0102000020e610000002000000fb233cdadbea21408a0562e4920a4940fb233cdadbea21408a0562e4920a4940,,0,0,6.48873498427685E-05,4.80647167737169E-08,0,0,6.48873498427685E-05,4.80647167737169E-08,2080.5282276142,0.140186462906997,380,220
status2023,Bus_37569,Bus_37570,t,0.0010975609756097,864.28,-3863.84,508.4,True,1040.25142867709,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.123141 50.998521, 11.123141 50.998521))",0102000020e610000002000000c67e014f0c3f2640c8f83a8ccf7f4940c67e014f0c3f2640c8f83a8ccf7f4940,,0,0,0.0001297762821961,9.61306057778479E-08,0,0,0.0001297762821961,9.61306057778479E-08,1040.25142867709,0.0505114083398899,400,231
status2023,Bus_35230,Bus_35231,t,0.0004300935550935,1462.24,-5310.24,769.6,True,6240.59700395917,37312.5313169718,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.709756 51.090932, 6.709756 51.090932))",0102000020e61000000200000039964e43cad61a402cb1dcaca38b494039964e43cad61a402cb1dcaca38b4940,,0,0,2.16325397838237E-05,1.60241079397625E-08,0,0,2.16325397838237E-05,1.60241079397625E-08,6240.59700395917,0.0322245322245322,400,231
status2023,Bus_35230,Bus_35231,t,0.0004300935550935,1462.24,-5310.24,769.6,True,6240.59700395917,37312.5313169718,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.709756 51.090932, 6.709756 51.090932))",0102000020e61000000200000039964e43cad61a402cb1dcaca38b494039964e43cad61a402cb1dcaca38b4940,,0,0,2.16325397838237E-05,1.60241079397625E-08,0,0,2.16325397838237E-05,1.60241079397625E-08,6240.59700395917,0.0322245322245322,400,231
status2023,Bus_35532,Bus_35533,t,0.0004300935550935,1462.24,-5310.24,179.08,True,2080.60318931979,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.258828 47.634209, 8.258828 47.634209))",0102000020e610000002000000990a3a0f858420405093bdc12dd14740990a3a0f858420405093bdc12dd14740,,0,0,6.48850120272543E-05,4.80629850580462E-08,0,0,6.48850120272543E-05,4.80629850580462E-08,2080.60318931979,0.0322245322245322,,
status2023,Bus_36631,Bus_36632,t,0.0035593991807009,535.002,-113767.42,260,True,1590.34286715369,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.773211 49.291084, 6.773211 49.291084))",0102000020e610000002000000d06f019ac4171b40d271943a42a54840d06f019ac4171b40d271943a42a54840,,0,0,8.4887332003176E-05,6.28795224384379E-08,0,0,8.4887332003176E-05,6.28795224384379E-08,1590.34286715369,0.24202510989594,400,231
status2023,Bus_36631,Bus_36632,t,0.0035593991807009,199.888,-147.862,260,True,1590.34286715369,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.773211 49.291084, 6.773211 49.291084))",0102000020e610000002000000d06f019ac4171b40d271943a42a54840d06f019ac4171b40d271943a42a54840,,0,0,8.4887332003176E-05,6.28795224384379E-08,0,0,8.4887332003176E-05,6.28795224384379E-08,1590.34286715369,0.24202510989594,400,231
